acc_id_src,acc_id_dst,txn_id,datetime,amount
3,81,312,2020-11-13 01:33:31,900
3,47,313,2020-11-13 06:46:54,300
3,20,314,2020-11-16 12:48:39,900
3,43,315,2020-11-10 11:47:49,100
3,70,316,2020-11-15 01:36:48,500
3,83,317,2020-11-14 12:24:01,500
3,40,318,2020-11-11 14:28:32,800
3,17,319,2020-11-18 05:22:43,900
4,61,400,2020-11-17 22:54:32,700
4,29,401,2020-11-16 01:36:32,200
4,18,402,2020-11-11 06:58:49,600
4,39,403,2020-11-16 07:14:01,300
4,39,404,2020-11-13 09:47:29,700
4,44,405,2020-11-17 19:01:43,900
4,96,406,2020-11-18 14:16:08,800
4,47,407,2020-11-19 20:29:15,700
4,39,408,2020-11-14 01:53:55,700
4,74,409,2020-11-16 12:10:17,500
4,96,410,2020-11-10 16:49:13,800
4,74,411,2020-11-19 00:46:41,800
4,80,412,2020-11-13 01:33:31,900
4,44,413,2020-11-13 06:46:54,300
4,27,414,2020-11-16 12:48:39,900
4,33,415,2020-11-10 11:47:49,100
4,50,416,2020-11-15 01:36:48,500
4,81,417,2020-11-14 12:24:01,500
4,32,418,2020-11-11 14:28:32,800
4,18,419,2020-11-18 05:22:43,900
5,38,500,2020-11-17 22:54:32,700
5,18,501,2020-11-16 01:36:32,200
5,8,502,2020-11-11 06:58:49,600
5,23,503,2020-11-16 07:14:01,300
5,23,504,2020-11-13 09:47:29,700
5,64,505,2020-11-12 22:18:24,600
5,78,506,2020-11-16 02:43:00,200
5,33,507,2020-11-19 20:29:15,700
5,23,508,2020-11-14 01:53:55,700
5,42,509,2020-11-16 12:10:17,500
5,63,510,2020-11-10 16:49:13,800
5,42,511,2020-11-19 00:46:41,800
5,50,512,2020-11-13 01:33:31,900
5,26,513,2020-11-13 06:46:54,300
5,14,514,2020-11-16 12:48:39,900
5,21,515,2020-11-10 11:47:49,100
5,35,516,2020-11-15 01:36:48,500
5,52,517,2020-11-14 12:24:01,500
5,19,518,2020-11-11 14:28:32,800
5,66,519,2020-11-10 19:22:51,900
5,71,520,2020-11-17 05:42:03,300
5,19,521,2020-11-14 13:19:06,700
5,18,522,2020-11-12 19:13:41,800
5,74,523,2020-11-19 20:39:55,200
5,67,524,2020-11-14 04:53:11,300
5,38,525,2020-11-18 01:26:12,100
5,71,526,2020-11-19 10:36:56,400
5,65,527,2020-11-15 04:10:17,500
5,14,528,2020-11-17 19:09:53,900
5,54,529,2020-11-11 03:16:04,500
5,54,530,2020-11-18 10:56:18,100
5,2,531,2020-11-15 01:41:55,700
5,11,532,2020-11-19 15:21:33,300
5,63,533,2020-11-12 01:08:27,400
5,52,534,2020-11-13 22:41:50,100
5,54,535,2020-11-13 17:29:19,300
5,33,536,2020-11-10 23:00:31,100
5,66,537,2020-11-16 10:51:41,900
5,65,538,2020-11-14 14:04:13,200
5,21,539,2020-11-12 23:19:09,100
5,42,540,2020-11-16 04:04:37,900
5,38,541,2020-11-13 16:44:02,300
5,65,542,2020-11-11 11:43:10,500
5,8,543,2020-11-13 05:39:36,300
5,39,544,2020-11-15 13:48:17,200
5,26,545,2020-11-14 13:14:45,500
5,11,546,2020-11-14 08:59:55,400
5,35,547,2020-11-11 00:00:21,900
5,54,548,2020-11-13 12:42:31,900
5,11,549,2020-11-13 19:38:21,200
6,81,600,2020-11-17 22:54:32,700
6,30,601,2020-11-16 01:36:32,200
6,14,602,2020-11-11 06:58:49,600
6,48,603,2020-11-16 07:14:01,300
6,48,604,2020-11-13 09:47:29,700
6,63,605,2020-11-17 19:01:43,900
6,19,606,2020-11-15 05:24:29,500
6,76,607,2020-11-19 20:29:15,700
6,48,608,2020-11-14 01:53:55,700
6,86,609,2020-11-16 12:10:17,500
6,14,610,2020-11-14 15:56:00,100
6,86,611,2020-11-19 00:46:41,800
6,91,612,2020-11-13 01:33:31,900
6,63,613,2020-11-13 06:46:54,300
6,28,614,2020-11-16 12:48:39,900
6,41,615,2020-11-10 11:47:49,100
6,79,616,2020-11-15 01:36:48,500
6,92,617,2020-11-14 12:24:01,500
6,35,618,2020-11-11 14:28:32,800
6,14,619,2020-11-18 05:22:43,900
6,30,620,2020-11-12 23:21:30,200
6,35,621,2020-11-14 13:19:06,700
6,30,622,2020-11-12 19:13:41,800
6,67,623,2020-11-19 07:11:02,200
6,81,624,2020-11-18 18:33:06,300
6,81,625,2020-11-18 01:26:12,100
6,41,626,2020-11-16 23:16:37,700
6,91,627,2020-11-17 09:19:43,500
6,28,628,2020-11-17 19:09:53,900
6,19,629,2020-11-13 19:59:58,500
6,67,630,2020-11-16 11:38:26,400
6,11,631,2020-11-15 01:41:55,700
6,19,632,2020-11-19 15:21:33,300
6,35,633,2020-11-16 16:44:09,500
6,92,634,2020-11-13 22:41:50,100
6,76,635,2020-11-17 21:07:47,600
6,76,636,2020-11-10 23:00:31,100
6,19,637,2020-11-19 17:28:30,900
6,84,638,2020-11-14 15:57:54,200
6,41,639,2020-11-12 23:19:09,100
6,86,640,2020-11-16 04:04:37,900
6,81,641,2020-11-13 16:44:02,300
6,28,642,2020-11-10 15:00:09,500
6,14,643,2020-11-13 05:39:36,300
6,84,644,2020-11-15 13:48:17,200
6,63,645,2020-11-14 13:14:45,500
6,19,646,2020-11-14 08:59:55,400
6,79,647,2020-11-11 00:00:21,900
6,76,648,2020-11-11 16:39:14,900
6,19,649,2020-11-13 19:38:21,200
7,59,700,2020-11-17 22:54:32,700
7,27,701,2020-11-16 01:36:32,200
7,9,702,2020-11-11 06:58:49,600
7,34,703,2020-11-16 07:14:01,300
7,34,704,2020-11-13 09:47:29,700
7,91,705,2020-11-12 22:18:24,600
7,89,706,2020-11-18 14:16:08,800
7,57,707,2020-11-19 20:29:15,700
7,34,708,2020-11-14 01:53:55,700
7,69,709,2020-11-16 12:10:17,500
7,89,710,2020-11-10 16:49:13,800
7,69,711,2020-11-19 00:46:41,800
7,75,712,2020-11-13 01:33:31,900
7,35,713,2020-11-13 06:46:54,300
7,19,714,2020-11-16 12:48:39,900
7,33,715,2020-11-10 11:47:49,100
7,58,716,2020-11-15 01:36:48,500
7,76,717,2020-11-14 12:24:01,500
7,30,718,2020-11-11 14:28:32,800
7,98,719,2020-11-10 19:22:51,900
7,98,720,2020-11-18 05:48:10,300
7,30,721,2020-11-14 13:19:06,700
7,27,722,2020-11-12 19:13:41,800
7,37,723,2020-11-19 07:11:02,200
7,99,724,2020-11-14 04:53:11,300
7,59,725,2020-11-18 01:26:12,100
7,33,726,2020-11-16 23:16:37,700
7,94,727,2020-11-15 04:10:17,500
7,19,728,2020-11-17 19:09:53,900
7,80,729,2020-11-11 03:16:04,500
8,68,800,2020-11-17 22:54:32,700
8,18,801,2020-11-16 01:36:32,200
8,5,802,2020-11-11 06:58:49,600
8,36,803,2020-11-16 07:14:01,300
8,36,804,2020-11-13 09:47:29,700
8,38,805,2020-11-17 19:01:43,900
8,9,806,2020-11-15 05:24:29,500
8,49,807,2020-11-19 20:29:15,700
8,36,808,2020-11-14 01:53:55,700
8,73,809,2020-11-16 12:10:17,500
8,5,810,2020-11-14 15:56:00,100
8,73,811,2020-11-19 00:46:41,800
8,87,812,2020-11-13 01:33:31,900
8,38,813,2020-11-13 06:46:54,300
8,14,814,2020-11-16 12:48:39,900
8,21,815,2020-11-10 11:47:49,100
8,63,816,2020-11-15 01:36:48,500
8,92,817,2020-11-14 12:24:01,500
8,19,818,2020-11-11 14:28:32,800
8,5,819,2020-11-18 05:22:43,900
9,61,900,2020-11-17 22:54:32,700
9,31,901,2020-11-16 01:36:32,200
9,8,902,2020-11-11 06:58:49,600
9,35,903,2020-11-16 07:14:01,300
9,35,904,2020-11-13 09:47:29,700
9,82,905,2020-11-12 22:18:24,600
9,77,906,2020-11-18 14:16:08,800
9,46,907,2020-11-19 20:29:15,700
9,35,908,2020-11-14 01:53:55,700
9,66,909,2020-11-16 12:10:17,500
9,77,910,2020-11-10 16:49:13,800
9,66,911,2020-11-19 00:46:41,800
9,71,912,2020-11-13 01:33:31,900
9,38,913,2020-11-13 06:46:54,300
9,18,914,2020-11-16 12:48:39,900
9,34,915,2020-11-10 11:47:49,100
9,57,916,2020-11-15 01:36:48,500
9,73,917,2020-11-14 12:24:01,500
9,32,918,2020-11-11 14:28:32,800
9,89,919,2020-11-10 19:22:51,900
9,92,920,2020-11-17 05:42:03,300
9,32,921,2020-11-14 13:19:06,700
9,31,922,2020-11-12 19:13:41,800
9,39,923,2020-11-19 07:11:02,200
9,90,924,2020-11-14 04:53:11,300
9,61,925,2020-11-18 01:26:12,100
9,92,926,2020-11-19 10:36:56,400
9,87,927,2020-11-15 04:10:17,500
9,18,928,2020-11-17 19:09:53,900
9,76,929,2020-11-11 03:16:04,500
9,76,930,2020-11-18 10:56:18,100
9,7,931,2020-11-15 01:41:55,700
9,17,932,2020-11-19 15:21:33,300
9,77,933,2020-11-12 01:08:27,400
9,73,934,2020-11-13 22:41:50,100
9,76,935,2020-11-13 17:29:19,300
9,46,936,2020-11-10 23:00:31,100
9,89,937,2020-11-16 10:51:41,900
9,87,938,2020-11-14 14:04:13,200
9,34,939,2020-11-12 23:19:09,100
10,97,1000,2020-11-14 05:27:31,700
10,49,1001,2020-11-16 01:36:32,200
10,97,1002,2020-11-19 20:28:42,100
10,59,1003,2020-11-16 07:14:01,300
10,59,1004,2020-11-13 09:47:29,700
10,75,1005,2020-11-12 22:18:24,600
10,92,1006,2020-11-16 02:43:00,200
10,61,1007,2020-11-19 20:29:15,700
10,59,1008,2020-11-14 01:53:55,700
10,70,1009,2020-11-16 12:10:17,500
10,75,1010,2020-11-10 16:49:13,800
10,70,1011,2020-11-19 00:46:41,800
10,70,1012,2020-11-13 01:33:31,900
10,60,1013,2020-11-13 06:46:54,300
10,25,1014,2020-11-16 12:48:39,900
10,59,1015,2020-11-10 11:47:49,100
10,61,1016,2020-11-15 01:36:48,500
10,74,1017,2020-11-14 12:24:01,500
10,49,1018,2020-11-11 14:28:32,800
10,77,1019,2020-11-10 19:22:51,900
10,78,1020,2020-11-17 05:42:03,300
10,49,1021,2020-11-14 13:19:06,700
10,49,1022,2020-11-12 19:13:41,800
10,92,1023,2020-11-19 20:39:55,200
10,78,1024,2020-11-14 04:53:11,300
10,62,1025,2020-11-18 01:26:12,100
10,78,1026,2020-11-19 10:36:56,400
10,77,1027,2020-11-15 04:10:17,500
10,25,1028,2020-11-17 19:09:53,900
10,74,1029,2020-11-11 03:16:04,500
10,74,1030,2020-11-18 10:56:18,100
10,23,1031,2020-11-15 01:41:55,700
10,25,1032,2020-11-19 15:21:33,300
10,75,1033,2020-11-12 01:08:27,400
10,74,1034,2020-11-13 22:41:50,100
10,74,1035,2020-11-13 17:29:19,300
10,61,1036,2020-11-10 23:00:31,100
10,77,1037,2020-11-16 10:51:41,900
10,77,1038,2020-11-14 14:04:13,200
10,59,1039,2020-11-12 23:19:09,100
10,70,1040,2020-11-16 04:04:37,900
10,62,1041,2020-11-13 16:44:02,300
10,77,1042,2020-11-11 11:43:10,500
10,23,1043,2020-11-13 05:39:36,300
10,62,1044,2020-11-15 13:48:17,200
10,60,1045,2020-11-14 13:14:45,500
10,25,1046,2020-11-14 08:59:55,400
10,61,1047,2020-11-11 00:00:21,900
10,74,1048,2020-11-13 12:42:31,900
10,25,1049,2020-11-13 19:38:21,200
11,72,1100,2020-11-17 22:54:32,700
11,41,1101,2020-11-16 01:36:32,200
11,6,1102,2020-11-11 06:58:49,600
11,52,1103,2020-11-16 07:14:01,300
11,52,1104,2020-11-13 09:47:29,700
11,95,1105,2020-11-12 22:18:24,600
11,91,1106,2020-11-18 14:16:08,800
11,66,1107,2020-11-19 20:29:15,700
11,52,1108,2020-11-14 01:53:55,700
11,74,1109,2020-11-16 12:10:17,500
11,91,1110,2020-11-10 16:49:13,800
11,74,1111,2020-11-19 00:46:41,800
11,76,1112,2020-11-13 01:33:31,900
11,60,1113,2020-11-13 06:46:54,300
11,33,1114,2020-11-16 12:48:39,900
11,51,1115,2020-11-10 11:47:49,100
11,69,1116,2020-11-15 01:36:48,500
11,89,1117,2020-11-14 12:24:01,500
11,50,1118,2020-11-11 14:28:32,800
11,6,1119,2020-11-18 05:22:43,900
11,41,1120,2020-11-12 23:21:30,200
11,50,1121,2020-11-14 13:19:06,700
11,41,1122,2020-11-12 19:13:41,800
11,63,1123,2020-11-19 07:11:02,200
11,72,1124,2020-11-18 18:33:06,300
11,72,1125,2020-11-18 01:26:12,100
11,51,1126,2020-11-16 23:16:37,700
11,97,1127,2020-11-15 04:10:17,500
11,33,1128,2020-11-17 19:09:53,900
11,90,1129,2020-11-11 03:16:04,500
11,90,1130,2020-11-18 10:56:18,100
11,5,1131,2020-11-15 01:41:55,700
11,20,1132,2020-11-19 15:21:33,300
11,91,1133,2020-11-12 01:08:27,400
11,89,1134,2020-11-13 22:41:50,100
11,90,1135,2020-11-13 17:29:19,300
11,66,1136,2020-11-10 23:00:31,100
11,95,1137,2020-11-11 06:59:04,900
11,97,1138,2020-11-14 14:04:13,200
11,51,1139,2020-11-12 23:19:09,100
12,64,1200,2020-11-17 22:54:32,700
12,30,1201,2020-11-16 01:36:32,200
12,7,1202,2020-11-11 06:58:49,600
12,41,1203,2020-11-16 07:14:01,300
12,41,1204,2020-11-13 09:47:29,700
12,88,1205,2020-11-12 22:18:24,600
12,85,1206,2020-11-18 14:16:08,800
12,60,1207,2020-11-19 20:29:15,700
12,41,1208,2020-11-14 01:53:55,700
12,69,1209,2020-11-16 12:10:17,500
12,85,1210,2020-11-10 16:49:13,800
12,69,1211,2020-11-19 00:46:41,800
12,74,1212,2020-11-13 01:33:31,900
12,50,1213,2020-11-13 06:46:54,300
12,27,1214,2020-11-16 12:48:39,900
12,36,1215,2020-11-10 11:47:49,100
12,62,1216,2020-11-15 01:36:48,500
12,75,1217,2020-11-14 12:24:01,500
12,33,1218,2020-11-11 14:28:32,800
12,93,1219,2020-11-10 19:22:51,900
12,99,1220,2020-11-17 05:42:03,300
12,33,1221,2020-11-14 13:19:06,700
12,30,1222,2020-11-12 19:13:41,800
12,58,1223,2020-11-19 07:11:02,200
12,98,1224,2020-11-14 04:53:11,300
12,64,1225,2020-11-18 01:26:12,100
12,99,1226,2020-11-19 10:36:56,400
12,90,1227,2020-11-15 04:10:17,500
12,27,1228,2020-11-17 19:09:53,900
12,83,1229,2020-11-11 03:16:04,500
12,83,1230,2020-11-18 10:56:18,100
12,1,1231,2020-11-15 01:41:55,700
12,17,1232,2020-11-19 15:21:33,300
12,85,1233,2020-11-12 01:08:27,400
12,75,1234,2020-11-13 22:41:50,100
12,83,1235,2020-11-13 17:29:19,300
12,60,1236,2020-11-10 23:00:31,100
12,93,1237,2020-11-16 10:51:41,900
12,90,1238,2020-11-14 14:04:13,200
12,36,1239,2020-11-12 23:19:09,100
13,60,1300,2020-11-17 22:54:32,700
13,30,1301,2020-11-16 01:36:32,200
13,19,1302,2020-11-11 06:58:49,600
13,43,1303,2020-11-16 07:14:01,300
13,43,1304,2020-11-13 09:47:29,700
13,98,1305,2020-11-12 22:18:24,600
13,94,1306,2020-11-18 14:16:08,800
13,54,1307,2020-11-19 20:29:15,700
13,43,1308,2020-11-14 01:53:55,700
13,65,1309,2020-11-16 12:10:17,500
13,94,1310,2020-11-10 16:49:13,800
13,65,1311,2020-11-19 00:46:41,800
13,70,1312,2020-11-13 01:33:31,900
13,46,1313,2020-11-13 06:46:54,300
13,28,1314,2020-11-16 12:48:39,900
13,33,1315,2020-11-10 11:47:49,100
13,56,1316,2020-11-15 01:36:48,500
13,75,1317,2020-11-14 12:24:01,500
13,32,1318,2020-11-11 14:28:32,800
13,19,1319,2020-11-18 05:22:43,900
13,30,1320,2020-11-12 23:21:30,200
13,32,1321,2020-11-14 13:19:06,700
13,30,1322,2020-11-12 19:13:41,800
13,52,1323,2020-11-19 07:11:02,200
13,60,1324,2020-11-18 18:33:06,300
13,60,1325,2020-11-18 01:26:12,100
13,33,1326,2020-11-16 23:16:37,700
13,70,1327,2020-11-17 09:19:43,500
13,28,1328,2020-11-17 19:09:53,900
13,78,1329,2020-11-11 03:16:04,500
14,64,1400,2020-11-17 22:54:32,700
14,19,1401,2020-11-16 01:36:32,200
14,6,1402,2020-11-11 06:58:49,600
14,41,1403,2020-11-16 07:14:01,300
14,41,1404,2020-11-13 09:47:29,700
14,43,1405,2020-11-17 19:01:43,900
14,8,1406,2020-11-15 05:24:29,500
14,55,1407,2020-11-19 20:29:15,700
14,41,1408,2020-11-14 01:53:55,700
14,97,1409,2020-11-16 12:10:17,500
15,77,1500,2020-11-17 22:54:32,700
15,42,1501,2020-11-16 01:36:32,200
15,24,1502,2020-11-11 06:58:49,600
15,55,1503,2020-11-16 07:14:01,300
15,55,1504,2020-11-13 09:47:29,700
15,93,1505,2020-11-12 22:18:24,600
15,91,1506,2020-11-18 14:16:08,800
15,72,1507,2020-11-19 20:29:15,700
15,55,1508,2020-11-14 01:53:55,700
15,79,1509,2020-11-16 12:10:17,500
15,91,1510,2020-11-10 16:49:13,800
15,79,1511,2020-11-19 00:46:41,800
15,85,1512,2020-11-13 01:33:31,900
15,61,1513,2020-11-13 06:46:54,300
15,33,1514,2020-11-16 12:48:39,900
15,54,1515,2020-11-10 11:47:49,100
15,74,1516,2020-11-15 01:36:48,500
15,86,1517,2020-11-14 12:24:01,500
15,45,1518,2020-11-11 14:28:32,800
15,24,1519,2020-11-18 05:22:43,900
16,96,1600,2020-11-14 05:27:31,700
16,21,1601,2020-11-16 01:36:32,200
16,96,1602,2020-11-19 20:28:42,100
16,30,1603,2020-11-16 07:14:01,300
16,30,1604,2020-11-13 09:47:29,700
16,86,1605,2020-11-12 22:18:24,600
16,95,1606,2020-11-16 02:43:00,200
16,62,1607,2020-11-19 20:29:15,700
16,30,1608,2020-11-14 01:53:55,700
16,78,1609,2020-11-16 12:10:17,500
16,86,1610,2020-11-10 16:49:13,800
16,78,1611,2020-11-19 00:46:41,800
16,78,1612,2020-11-13 01:33:31,900
16,43,1613,2020-11-13 06:46:54,300
16,20,1614,2020-11-16 12:48:39,900
16,30,1615,2020-11-10 11:47:49,100
16,62,1616,2020-11-15 01:36:48,500
16,85,1617,2020-11-14 12:24:01,500
16,21,1618,2020-11-11 14:28:32,800
16,89,1619,2020-11-10 19:22:51,900
16,99,1620,2020-11-17 14:28:19,300
16,21,1621,2020-11-14 13:19:06,700
16,99,1622,2020-11-11 18:41:18,100
16,99,1623,2020-11-18 04:03:06,500
16,93,1624,2020-11-14 04:53:11,300
16,65,1625,2020-11-18 01:26:12,100
16,93,1626,2020-11-19 10:36:56,400
16,89,1627,2020-11-15 04:10:17,500
16,20,1628,2020-11-17 19:09:53,900
16,85,1629,2020-11-11 03:16:04,500
17,55,1700,2020-11-17 22:54:32,700
17,14,1701,2020-11-16 01:36:32,200
17,4,1702,2020-11-11 06:58:49,600
17,23,1703,2020-11-16 07:14:01,300
17,23,1704,2020-11-13 09:47:29,700
17,24,1705,2020-11-17 19:01:43,900
17,98,1706,2020-11-18 14:16:08,800
17,52,1707,2020-11-19 20:29:15,700
17,23,1708,2020-11-14 01:53:55,700
17,71,1709,2020-11-16 12:10:17,500
17,98,1710,2020-11-10 16:49:13,800
17,71,1711,2020-11-19 00:46:41,800
17,85,1712,2020-11-13 01:33:31,900
17,24,1713,2020-11-13 06:46:54,300
17,12,1714,2020-11-16 12:48:39,900
17,20,1715,2020-11-10 11:47:49,100
17,53,1716,2020-11-15 01:36:48,500
17,90,1717,2020-11-14 12:24:01,500
17,19,1718,2020-11-11 14:28:32,800
17,4,1719,2020-11-18 05:22:43,900
17,14,1720,2020-11-12 23:21:30,200
17,19,1721,2020-11-14 13:19:06,700
17,14,1722,2020-11-12 19:13:41,800
17,40,1723,2020-11-19 07:11:02,200
17,55,1724,2020-11-18 18:33:06,300
17,55,1725,2020-11-18 01:26:12,100
17,20,1726,2020-11-16 23:16:37,700
17,85,1727,2020-11-17 09:19:43,500
17,12,1728,2020-11-17 19:09:53,900
17,91,1729,2020-11-11 03:16:04,500
17,91,1730,2020-11-18 10:56:18,100
17,3,1731,2020-11-15 01:41:55,700
17,9,1732,2020-11-19 15:21:33,300
17,98,1733,2020-11-12 01:08:27,400
17,90,1734,2020-11-13 22:41:50,100
17,91,1735,2020-11-13 17:29:19,300
17,52,1736,2020-11-10 23:00:31,100
17,9,1737,2020-11-19 17:28:30,900
17,69,1738,2020-11-14 15:57:54,200
17,20,1739,2020-11-12 23:19:09,100
17,71,1740,2020-11-16 04:04:37,900
17,55,1741,2020-11-13 16:44:02,300
17,12,1742,2020-11-10 15:00:09,500
17,4,1743,2020-11-13 05:39:36,300
17,69,1744,2020-11-15 13:48:17,200
17,24,1745,2020-11-14 13:14:45,500
17,9,1746,2020-11-14 08:59:55,400
17,53,1747,2020-11-11 00:00:21,900
17,91,1748,2020-11-13 12:42:31,900
17,9,1749,2020-11-13 19:38:21,200
18,82,1800,2020-11-17 22:54:32,700
18,26,1801,2020-11-16 01:36:32,200
18,5,1802,2020-11-11 06:58:49,600
18,43,1803,2020-11-16 07:14:01,300
18,43,1804,2020-11-13 09:47:29,700
18,56,1805,2020-11-17 19:01:43,900
18,8,1806,2020-11-15 05:24:29,500
18,73,1807,2020-11-19 20:29:15,700
18,43,1808,2020-11-14 01:53:55,700
18,90,1809,2020-11-16 12:10:17,500
18,5,1810,2020-11-14 15:56:00,100
18,90,1811,2020-11-19 00:46:41,800
18,98,1812,2020-11-13 01:33:31,900
18,56,1813,2020-11-13 06:46:54,300
18,9,1814,2020-11-16 12:48:39,900
18,42,1815,2020-11-10 11:47:49,100
18,80,1816,2020-11-15 01:36:48,500
18,87,1817,2020-11-18 10:36:20,600
18,41,1818,2020-11-11 14:28:32,800
18,5,1819,2020-11-18 05:22:43,900
19,41,1900,2020-11-17 22:54:32,700
19,8,1901,2020-11-16 01:36:32,200
19,5,1902,2020-11-11 06:58:49,600
19,17,1903,2020-11-16 07:14:01,300
19,17,1904,2020-11-13 09:47:29,700
19,99,1905,2020-11-12 22:18:24,600
19,70,1906,2020-11-18 14:16:08,800
19,33,1907,2020-11-19 20:29:15,700
19,17,1908,2020-11-14 01:53:55,700
19,49,1909,2020-11-16 12:10:17,500
20,57,2000,2020-11-17 22:54:32,700
20,16,2001,2020-11-16 01:36:32,200
20,2,2002,2020-11-11 06:58:49,600
20,28,2003,2020-11-16 07:14:01,300
20,28,2004,2020-11-13 09:47:29,700
20,37,2005,2020-11-17 19:01:43,900
20,97,2006,2020-11-18 14:16:08,800
20,44,2007,2020-11-19 20:29:15,700
20,28,2008,2020-11-14 01:53:55,700
20,78,2009,2020-11-16 12:10:17,500
20,97,2010,2020-11-10 16:49:13,800
20,78,2011,2020-11-19 00:46:41,800
20,81,2012,2020-11-13 01:33:31,900
20,37,2013,2020-11-13 06:46:54,300
20,11,2014,2020-11-16 12:48:39,900
20,25,2015,2020-11-10 11:47:49,100
20,53,2016,2020-11-15 01:36:48,500
20,87,2017,2020-11-14 12:24:01,500
20,17,2018,2020-11-11 14:28:32,800
20,2,2019,2020-11-18 05:22:43,900
21,49,2100,2020-11-17 22:54:32,700
21,16,2101,2020-11-16 01:36:32,200
21,5,2102,2020-11-11 06:58:49,600
21,39,2103,2020-11-16 07:14:01,300
21,39,2104,2020-11-13 09:47:29,700
21,81,2105,2020-11-12 22:18:24,600
21,75,2106,2020-11-18 14:16:08,800
21,46,2107,2020-11-19 20:29:15,700
21,39,2108,2020-11-14 01:53:55,700
21,63,2109,2020-11-16 12:10:17,500
21,75,2110,2020-11-10 16:49:13,800
21,63,2111,2020-11-19 00:46:41,800
21,66,2112,2020-11-13 01:33:31,900
21,40,2113,2020-11-13 06:46:54,300
21,14,2114,2020-11-16 12:48:39,900
21,29,2115,2020-11-10 11:47:49,100
21,47,2116,2020-11-15 01:36:48,500
21,71,2117,2020-11-14 12:24:01,500
21,19,2118,2020-11-11 14:28:32,800
21,5,2119,2020-11-18 05:22:43,900
22,88,2200,2020-11-14 05:27:31,700
22,44,2201,2020-11-16 01:36:32,200
22,88,2202,2020-11-19 20:28:42,100
22,46,2203,2020-11-16 07:14:01,300
22,46,2204,2020-11-13 09:47:29,700
22,73,2205,2020-11-12 22:18:24,600
22,80,2206,2020-11-16 02:43:00,200
