part_id,prod_lot,place_id,ship_lot
M01,00202,F01,00202
M01,00203,F01,00203
M01,00204,F01,00204
M01,00205,F01,00205
M01,00206,F01,00206
M01,00207,F01,00207
M01,00208,F01,00208
M01,00209,F01,00209
M01,00210,F01,00210
M01,00211,F01,00211
M01,00212,F01,00212
M01,00213,F01,00213
M01,00214,F01,00214
M01,00215,F01,00215
M01,00216,F01,00216
M01,00217,F01,00217
M01,00218,F01,00218
M01,00219,F01,00219
M01,00220,F01,00220
M01,00221,F01,00221
M01,00222,F01,00222
M01,00223,F01,00223
M01,00224,F01,00224
M01,00225,F01,00225
M01,00226,F01,00226
M01,00227,F01,00227
M01,00228,F01,00228
M01,00229,F01,00229
M01,00230,F01,00230
M01,00231,F01,00231
M01,00232,F01,00232
M01,00233,F01,00233
M01,00234,F01,00234
M01,00235,F01,00235
M01,00236,F01,00236
M01,00237,F01,00237
M01,00238,F01,00238
M01,00239,F01,00239
M01,00240,F01,00240
M01,00241,F01,00241
M01,00242,F01,00242
M01,00243,F01,00243
M01,00244,F01,00244
M01,00245,F01,00245
M01,00246,F01,00246
M01,00247,F01,00247
M01,00248,F01,00248
M01,00249,F01,00249
M01,00250,F01,00250
M01,00251,F01,00251
M01,00252,F01,00252
M01,00253,F01,00253
M01,00254,F01,00254
M01,00255,F01,00255
M01,00256,F01,00256
M01,00257,F01,00257
M01,00258,F01,00258
M01,00259,F01,00259
M01,00260,F01,00260
M01,00261,F01,00261
M01,00262,F01,00262
M01,00263,F01,00263
M01,00264,F01,00264
M01,00265,F01,00265
M01,00266,F01,00266
M01,00267,F01,00267
M01,00268,F01,00268
M01,00269,F01,00269
M01,00270,F01,00270
M01,00271,F01,00271
M01,00272,F01,00272
M01,00273,F01,00273
M01,00274,F01,00274
M01,00275,F01,00275
M01,00276,F01,00276
M01,00277,F01,00277
M01,00278,F01,00278
M01,00279,F01,00279
M01,00280,F01,00280
M01,00281,F01,00281
M01,00282,F01,00282
M01,00283,F01,00283
M01,00284,F01,00284
M01,00285,F01,00285
M01,00286,F01,00286
M01,00287,F01,00287
M01,00288,F01,00288
M01,00289,F01,00289
M01,00290,F01,00290
M01,00291,F01,00291
M01,00292,F01,00292
M01,00293,F01,00293
M01,00294,F01,00294
M01,00295,F01,00295
M01,00296,F01,00296
M01,00297,F01,00297
M01,00298,F01,00298
M01,00299,F01,00299
M01,00300,F01,00300
M01,00301,F01,00301
M01,00302,F01,00302
M01,00303,F01,00303
M01,00304,F01,00304
M01,00305,F01,00305
M01,00306,F01,00306
M01,00307,F01,00307
M01,00308,F01,00308
M01,00309,F01,00309
M01,00310,F01,00310
M01,00311,F01,00311
M01,00312,F01,00312
M01,00313,F01,00313
M01,00314,F01,00314
M01,00315,F01,00315
M01,00316,F01,00316
M01,00317,F01,00317
M01,00318,F01,00318
M01,00319,F01,00319
M01,00320,F01,00320
M01,00321,F01,00321
M01,00322,F01,00322
M01,00323,F01,00323
M01,00324,F01,00324
M01,00325,F01,00325
M01,00326,F01,00326
M01,00327,F01,00327
M01,00328,F01,00328
M01,00329,F01,00329
M01,00330,F01,00330
M01,00331,F01,00331
M01,00332,F01,00332
M01,00333,F01,00333
M01,00334,F01,00334
M01,00335,F01,00335
M01,00336,F01,00336
M01,00337,F01,00337
M01,00338,F01,00338
M01,00339,F01,00339
M01,00340,F01,00340
M01,00341,F01,00341
M01,00342,F01,00342
M01,00343,F01,00343
M01,00344,F01,00344
M01,00345,F01,00345
M01,00346,F01,00346
M01,00347,F01,00347
M01,00348,F01,00348
M01,00349,F01,00349
M01,00350,F01,00350
M01,00351,F01,00351
M01,00352,F01,00352
M01,00353,F01,00353
M01,00354,F01,00354
M01,00355,F01,00355
M01,00356,F01,00356
M01,00357,F01,00357
M01,00358,F01,00358
M01,00359,F01,00359
M01,00360,F01,00360
M01,00361,F01,00361
M01,00362,F01,00362
M01,00363,F01,00363
M01,00364,F01,00364
M01,00365,F01,00365
M01,00366,F01,00366
M01,00367,F01,00367
M01,00368,F01,00368
M01,00369,F01,00369
M01,00370,F01,00370
M01,00371,F01,00371
M01,00372,F01,00372
M01,00373,F01,00373
M01,00374,F01,00374
M01,00375,F01,00375
M01,00376,F01,00376
M01,00377,F01,00377
M01,00378,F01,00378
M01,00379,F01,00379
M01,00380,F01,00380
M01,00381,F01,00381
M01,00382,F01,00382
M01,00383,F01,00383
M01,00384,F01,00384
M01,00385,F01,00385
M01,00386,F01,00386
M01,00387,F01,00387
M01,00388,F01,00388
M01,00389,F01,00389
M01,00390,F01,00390
M01,00391,F01,00391
M01,00392,F01,00392
M01,00393,F01,00393
M01,00394,F01,00394
M01,00395,F01,00395
M01,00396,F01,00396
M01,00397,F01,00397
M01,00398,F01,00398
M01,00399,F01,00399
M01,00400,F01,00400
M01,00401,F01,00401
M01,00402,F01,00402
M01,00403,F01,00403
M01,00404,F01,00404
M01,00405,F01,00405
M01,00406,F01,00406
M01,00407,F01,00407
M01,00408,F01,00408
M01,00409,F01,00409
M01,00410,F01,00410
M01,00411,F01,00411
M01,00412,F01,00412
M01,00413,F01,00413
M01,00414,F01,00414
M01,00415,F01,00415
M01,00416,F01,00416
M01,00417,F01,00417
M01,00418,F01,00418
M01,00419,F01,00419
M01,00420,F01,00420
M01,00421,F01,00421
M01,00422,F01,00422
M01,00423,F01,00423
M01,00424,F01,00424
M01,00425,F01,00425
M01,00426,F01,00426
M01,00427,F01,00427
M01,00428,F01,00428
M01,00429,F01,00429
M01,00430,F01,00430
M01,00431,F01,00431
M01,00432,F01,00432
M01,00433,F01,00433
M01,00434,F01,00434
M01,00435,F01,00435
M01,00436,F01,00436
M01,00437,F01,00437
M01,00438,F01,00438
M01,00439,F01,00439
M01,00440,F01,00440
M01,00441,F01,00441
M01,00442,F01,00442
M01,00443,F01,00443
M01,00444,F01,00444
M01,00445,F01,00445
M01,00446,F01,00446
M01,00447,F01,00447
M01,00448,F01,00448
M01,00449,F01,00449
M01,00450,F01,00450
M01,00451,F01,00451
M01,00452,F01,00452
M01,00453,F01,00453
M01,00454,F01,00454
M01,00455,F01,00455
M01,00456,F01,00456
M01,00457,F01,00457
M01,00458,F01,00458
M01,00459,F01,00459
M01,00460,F01,00460
M01,00461,F01,00461
M01,00462,F01,00462
M01,00463,F01,00463
M01,00464,F01,00464
M01,00465,F01,00465
M01,00466,F01,00466
M01,00467,F01,00467
M01,00468,F01,00468
M01,00469,F01,00469
M01,00470,F01,00470
M01,00471,F01,00471
M01,00472,F01,00472
M01,00473,F01,00473
M01,00474,F01,00474
M01,00475,F01,00475
M01,00476,F01,00476
M01,00477,F01,00477
M01,00478,F01,00478
M01,00479,F01,00479
M01,00480,F01,00480
M01,00481,F01,00481
M01,00482,F01,00482
M01,00483,F01,00483
M01,00484,F01,00484
M01,00485,F01,00485
M01,00486,F01,00486
M01,00487,F01,00487
M01,00488,F01,00488
M01,00489,F01,00489
M01,00490,F01,00490
M01,00491,F01,00491
M01,00492,F01,00492
M01,00493,F01,00493
M01,00494,F01,00494
M01,00495,F01,00495
M01,00496,F01,00496
M01,00497,F01,00497
M01,00498,F01,00498
M01,00499,F01,00499
M01,00500,F01,00500
M01,00501,F01,00501
M01,00502,F01,00502
M01,00503,F01,00503
M01,00504,F01,00504
M01,00505,F01,00505
M01,00506,F01,00506
M01,00507,F01,00507
M01,00508,F01,00508
M01,00509,F01,00509
M01,00510,F01,00510
M01,00511,F01,00511
M01,00512,F01,00512
M01,00513,F01,00513
M01,00514,F01,00514
M01,00515,F01,00515
M01,00516,F01,00516
M01,00517,F01,00517
M01,00518,F01,00518
M01,00519,F01,00519
M01,00520,F01,00520
M01,00521,F01,00521
M01,00522,F01,00522
M01,00523,F01,00523
M01,00524,F01,00524
M01,00525,F01,00525
M01,00526,F01,00526
M01,00527,F01,00527
M01,00528,F01,00528
M01,00529,F01,00529
M01,00530,F01,00530
M01,00531,F01,00531
M01,00532,F01,00532
M01,00533,F01,00533
M01,00534,F01,00534
M01,00535,F01,00535
M01,00536,F01,00536
M01,00537,F01,00537
M01,00538,F01,00538
M01,00539,F01,00539
M01,00540,F01,00540
M01,00541,F01,00541
M01,00542,F01,00542
M01,00543,F01,00543
M01,00544,F01,00544
M01,00545,F01,00545
M01,00546,F01,00546
M01,00547,F01,00547
M01,00548,F01,00548
M01,00549,F01,00549
M01,00550,F01,00550
M01,00551,F01,00551
M01,00552,F01,00552
M01,00553,F01,00553
M01,00554,F01,00554
M01,00555,F01,00555
M01,00556,F01,00556
M01,00557,F01,00557
M01,00558,F01,00558
M01,00559,F01,00559
M01,00560,F01,00560
M01,00561,F01,00561
M01,00562,F01,00562
M01,00563,F01,00563
M01,00564,F01,00564
M01,00565,F01,00565
M01,00566,F01,00566
M01,00567,F01,00567
M01,00568,F01,00568
M01,00569,F01,00569
M01,00570,F01,00570
M01,00571,F01,00571
M01,00572,F01,00572
M01,00573,F01,00573
M01,00574,F01,00574
M01,00575,F01,00575
M01,00576,F01,00576
M01,00577,F01,00577
M01,00578,F01,00578
M01,00579,F01,00579
M01,00580,F01,00580
M01,00581,F01,00581
M01,00582,F01,00582
M01,00583,F01,00583
M01,00584,F01,00584
M01,00585,F01,00585
M01,00586,F01,00586
M01,00587,F01,00587
M01,00588,F01,00588
M01,00589,F01,00589
M01,00590,F01,00590
M01,00591,F01,00591
M01,00592,F01,00592
M01,00593,F01,00593
M01,00594,F01,00594
M01,00595,F01,00595
M01,00596,F01,00596
M01,00597,F01,00597
M01,00598,F01,00598
M01,00599,F01,00599
M01,00600,F01,00600
M01,00601,F01,00601
M01,00602,F01,00602
M01,00603,F01,00603
M01,00604,F01,00604
M01,00605,F01,00605
M01,00606,F01,00606
M01,00607,F01,00607
M01,00608,F01,00608
M01,00609,F01,00609
M01,00610,F01,00610
M01,00611,F01,00611
M01,00612,F01,00612
M01,00613,F01,00613
M01,00614,F01,00614
M01,00615,F01,00615
M01,00616,F01,00616
M01,00617,F01,00617
M01,00618,F01,00618
M01,00619,F01,00619
M01,00620,F01,00620
M01,00621,F01,00621
M01,00622,F01,00622
M01,00623,F01,00623
M01,00624,F01,00624
M01,00625,F01,00625
M01,00626,F01,00626
M01,00627,F01,00627
M01,00628,F01,00628
M01,00629,F01,00629
M01,00630,F01,00630
M01,00631,F01,00631
M01,00632,F01,00632
M01,00633,F01,00633
M01,00634,F01,00634
M01,00635,F01,00635
M01,00636,F01,00636
M01,00637,F01,00637
M01,00638,F01,00638
M01,00639,F01,00639
M01,00640,F01,00640
M01,00641,F01,00641
M01,00642,F01,00642
M01,00643,F01,00643
M01,00644,F01,00644
M01,00645,F01,00645
M01,00646,F01,00646
M01,00647,F01,00647
M01,00648,F01,00648
M01,00649,F01,00649
M01,00650,F01,00650
M01,00651,F01,00651
M01,00652,F01,00652
M01,00653,F01,00653
M01,00654,F01,00654
M01,00655,F01,00655
M01,00656,F01,00656
M01,00657,F01,00657
M01,00658,F01,00658
M01,00659,F01,00659
M01,00660,F01,00660
M01,00661,F01,00661
M01,00662,F01,00662
M01,00663,F01,00663
M01,00664,F01,00664
M01,00665,F01,00665
M01,00666,F01,00666
M01,00667,F01,00667
M01,00668,F01,00668
M01,00669,F01,00669
M01,00670,F01,00670
M01,00671,F01,00671
M01,00672,F01,00672
M01,00673,F01,00673
M01,00674,F01,00674
M01,00675,F01,00675
M01,00676,F01,00676
M01,00677,F01,00677
M01,00678,F01,00678
M01,00679,F01,00679
M01,00680,F01,00680
M01,00681,F01,00681
M01,00682,F01,00682
M01,00683,F01,00683
M01,00684,F01,00684
M01,00685,F01,00685
M01,00686,F01,00686
M01,00687,F01,00687
M01,00688,F01,00688
M01,00689,F01,00689
M01,00690,F01,00690
M01,00691,F01,00691
M01,00692,F01,00692
M01,00693,F01,00693
M01,00694,F01,00694
M01,00695,F01,00695
M01,00696,F01,00696
M01,00697,F01,00697
M01,00698,F01,00698
M01,00699,F01,00699
M01,00700,F01,00700
M01,00701,F01,00701
M01,00702,F01,00702
M01,00703,F01,00703
M01,00704,F01,00704
M01,00705,F01,00705
M01,00706,F01,00706
M01,00707,F01,00707
M01,00708,F01,00708
M01,00709,F01,00709
M01,00710,F01,00710
M01,00711,F01,00711
M01,00712,F01,00712
M01,00713,F01,00713
M01,00714,F01,00714
M01,00715,F01,00715
M01,00716,F01,00716
M01,00717,F01,00717
M01,00718,F01,00718
M01,00719,F01,00719
M01,00720,F01,00720
M01,00721,F01,00721
M01,00722,F01,00722
M01,00723,F01,00723
M01,00724,F01,00724
M01,00725,F01,00725
M01,00726,F01,00726
M01,00727,F01,00727
M01,00728,F01,00728
M01,00729,F01,00729
M01,00730,F01,00730
M01,00731,F01,00731
M01,00732,F01,00732
M01,00733,F01,00733
M01,00734,F01,00734
M01,00735,F01,00735
M01,00736,F01,00736
M01,00737,F01,00737
M01,00738,F01,00738
M01,00739,F01,00739
M01,00740,F01,00740
M01,00741,F01,00741
M01,00742,F01,00742
M01,00743,F01,00743
M01,00744,F01,00744
M01,00745,F01,00745
M01,00746,F01,00746
M01,00747,F01,00747
M01,00748,F01,00748
M01,00749,F01,00749
M01,00750,F01,00750
M01,00751,F01,00751
M01,00752,F01,00752
M01,00753,F01,00753
M01,00754,F01,00754
M01,00755,F01,00755
M01,00756,F01,00756
M01,00757,F01,00757
M01,00758,F01,00758
M01,00759,F01,00759
M01,00760,F01,00760
M01,00761,F01,00761
M01,00762,F01,00762
M01,00763,F01,00763
M01,00764,F01,00764
M01,00765,F01,00765
M01,00766,F01,00766
M01,00767,F01,00767
M01,00768,F01,00768
M01,00769,F01,00769
M01,00770,F01,00770
M01,00771,F01,00771
M01,00772,F01,00772
M01,00773,F01,00773
M01,00774,F01,00774
M01,00775,F01,00775
M01,00776,F01,00776
M01,00777,F01,00777
M01,00778,F01,00778
M01,00779,F01,00779
M01,00780,F01,00780
M01,00781,F01,00781
M01,00782,F01,00782
M01,00783,F01,00783
M01,00784,F01,00784
M01,00785,F01,00785
M01,00786,F01,00786
M01,00787,F01,00787
M01,00788,F01,00788
M01,00789,F01,00789
M01,00790,F01,00790
M01,00791,F01,00791
M01,00792,F01,00792
M01,00793,F01,00793
M01,00794,F01,00794
M01,00795,F01,00795
M01,00796,F01,00796
M01,00797,F01,00797
M01,00798,F01,00798
M01,00799,F01,00799
M01,00800,F01,00800
M01,00801,F01,00801
M01,00802,F01,00802
M01,00803,F01,00803
M01,00804,F01,00804
M01,00805,F01,00805
M01,00806,F01,00806
M01,00807,F01,00807
M01,00808,F01,00808
M01,00809,F01,00809
M01,00810,F01,00810
M01,00811,F01,00811
M01,00812,F01,00812
M01,00813,F01,00813
M01,00814,F01,00814
M01,00815,F01,00815
M01,00816,F01,00816
M01,00817,F01,00817
M01,00818,F01,00818
M01,00819,F01,00819
M01,00820,F01,00820
M01,00821,F01,00821
M01,00822,F01,00822
M01,00823,F01,00823
M01,00824,F01,00824
M01,00825,F01,00825
M01,00826,F01,00826
M01,00827,F01,00827
M01,00828,F01,00828
M01,00829,F01,00829
M01,00830,F01,00830
M01,00831,F01,00831
M01,00832,F01,00832
M01,00833,F01,00833
M01,00834,F01,00834
M01,00835,F01,00835
M01,00836,F01,00836
M01,00837,F01,00837
M01,00838,F01,00838
M01,00839,F01,00839
M01,00840,F01,00840
M01,00841,F01,00841
M01,00842,F01,00842
M01,00843,F01,00843
M01,00844,F01,00844
M01,00845,F01,00845
M01,00846,F01,00846
M01,00847,F01,00847
M01,00848,F01,00848
M01,00849,F01,00849
M01,00850,F01,00850
M01,00851,F01,00851
M01,00852,F01,00852
M01,00853,F01,00853
M01,00854,F01,00854
M01,00855,F01,00855
M01,00856,F01,00856
M01,00857,F01,00857
M01,00858,F01,00858
M01,00859,F01,00859
M01,00860,F01,00860
M01,00861,F01,00861
M01,00862,F01,00862
M01,00863,F01,00863
M01,00864,F01,00864
M01,00865,F01,00865
M01,00866,F01,00866
M01,00867,F01,00867
M01,00868,F01,00868
M01,00869,F01,00869
M01,00870,F01,00870
M01,00871,F01,00871
M01,00872,F01,00872
M01,00873,F01,00873
M01,00874,F01,00874
M01,00875,F01,00875
M01,00876,F01,00876
M01,00877,F01,00877
M01,00878,F01,00878
M01,00879,F01,00879
M01,00880,F01,00880
M01,00881,F01,00881
M01,00882,F01,00882
M01,00883,F01,00883
M01,00884,F01,00884
M01,00885,F01,00885
M01,00886,F01,00886
M01,00887,F01,00887
M01,00888,F01,00888
M01,00889,F01,00889
M01,00890,F01,00890
M01,00891,F01,00891
M01,00892,F01,00892
M01,00893,F01,00893
M01,00894,F01,00894
M01,00895,F01,00895
M01,00896,F01,00896
M01,00897,F01,00897
M01,00898,F01,00898
M01,00899,F01,00899
M01,00900,F01,00900
M01,00901,F01,00901
M01,00902,F01,00902
M01,00903,F01,00903
M01,00904,F01,00904
M01,00905,F01,00905
M01,00906,F01,00906
M01,00907,F01,00907
M01,00908,F01,00908
M01,00909,F01,00909
M01,00910,F01,00910
M01,00911,F01,00911
M01,00912,F01,00912
M01,00913,F01,00913
M01,00914,F01,00914
M01,00915,F01,00915
M01,00916,F01,00916
M01,00917,F01,00917
M01,00918,F01,00918
M01,00919,F01,00919
M01,00920,F01,00920
M01,00921,F01,00921
M01,00922,F01,00922
M01,00923,F01,00923
M01,00924,F01,00924
M01,00925,F01,00925
M01,00926,F01,00926
M01,00927,F01,00927
M01,00928,F01,00928
M01,00929,F01,00929
M01,00930,F01,00930
M01,00931,F01,00931
M01,00932,F01,00932
M01,00933,F01,00933
M01,00934,F01,00934
M01,00935,F01,00935
M01,00936,F01,00936
M01,00937,F01,00937
M01,00938,F01,00938
M01,00939,F01,00939
M01,00940,F01,00940
M01,00941,F01,00941
M01,00942,F01,00942
M01,00943,F01,00943
M01,00944,F01,00944
M01,00945,F01,00945
M01,00946,F01,00946
M01,00947,F01,00947
M01,00948,F01,00948
M01,00949,F01,00949
M01,00950,F01,00950
M01,00951,F01,00951
M01,00952,F01,00952
M01,00953,F01,00953
M01,00954,F01,00954
M01,00955,F01,00955
M01,00956,F01,00956
M01,00957,F01,00957
M01,00958,F01,00958
M01,00959,F01,00959
M01,00960,F01,00960
M01,00961,F01,00961
M01,00962,F01,00962
M01,00963,F01,00963
M01,00964,F01,00964
M01,00965,F01,00965
M01,00966,F01,00966
M01,00967,F01,00967
M01,00968,F01,00968
M01,00969,F01,00969
M01,00970,F01,00970
M01,00971,F01,00971
M01,00972,F01,00972
M01,00973,F01,00973
M01,00974,F01,00974
M01,00975,F01,00975
M01,00976,F01,00976
M01,00977,F01,00977
M01,00978,F01,00978
M01,00979,F01,00979
M01,00980,F01,00980
M01,00981,F01,00981
M01,00982,F01,00982
M01,00983,F01,00983
M01,00984,F01,00984
M01,00985,F01,00985
M01,00986,F01,00986
M01,00987,F01,00987
M01,00988,F01,00988
M01,00989,F01,00989
M01,00990,F01,00990
M01,00991,F01,00991
M01,00992,F01,00992
M01,00993,F01,00993
M01,00994,F01,00994
M01,00995,F01,00995
M01,00996,F01,00996
M01,00997,F01,00997
M01,00998,F01,00998
M01,00999,F01,00999
M01,01000,F01,01000
M01,01001,F01,01001
M01,01002,F01,01002
M01,01003,F01,01003
M01,01004,F01,01004
M01,01005,F01,01005
M01,01006,F01,01006
M01,01007,F01,01007
M01,01008,F01,01008
M01,01009,F01,01009
M01,01010,F01,01010
M01,01011,F01,01011
M01,01012,F01,01012
M01,01013,F01,01013
M01,01014,F01,01014
M01,01015,F01,01015
M01,01016,F01,01016
M01,01017,F01,01017
M01,01018,F01,01018
M01,01019,F01,01019
M01,01020,F01,01020
M01,01021,F01,01021
M01,01022,F01,01022
M01,01023,F01,01023
M01,01024,F01,01024
M01,01025,F01,01025
M01,01026,F01,01026
M01,01027,F01,01027
M01,01028,F01,01028
M01,01029,F01,01029
M01,01030,F01,01030
M01,01031,F01,01031
M01,01032,F01,01032
M01,01033,F01,01033
M01,01034,F01,01034
M01,01035,F01,01035
M01,01036,F01,01036
M01,01037,F01,01037
M01,01038,F01,01038
M01,01039,F01,01039
M01,01040,F01,01040
M01,01041,F01,01041
M01,01042,F01,01042
M01,01043,F01,01043
M01,01044,F01,01044
M01,01045,F01,01045
M01,01046,F01,01046
M01,01047,F01,01047
M01,01048,F01,01048
M01,01049,F01,01049
M01,01050,F01,01050
M01,01051,F01,01051
M01,01052,F01,01052
M01,01053,F01,01053
M01,01054,F01,01054
M01,01055,F01,01055
M01,01056,F01,01056
M01,01057,F01,01057
M01,01058,F01,01058
M01,01059,F01,01059
M01,01060,F01,01060
M01,01061,F01,01061
M01,01062,F01,01062
M01,01063,F01,01063
M01,01064,F01,01064
M01,01065,F01,01065
M01,01066,F01,01066
M01,01067,F01,01067
M01,01068,F01,01068
M01,01069,F01,01069
M01,01070,F01,01070
M01,01071,F01,01071
M01,01072,F01,01072
M01,01073,F01,01073
M01,01074,F01,01074
M01,01075,F01,01075
M01,01076,F01,01076
M01,01077,F01,01077
M01,01078,F01,01078
M01,01079,F01,01079
M01,01080,F01,01080
M01,01081,F01,01081
M01,01082,F01,01082
M01,01083,F01,01083
M01,01084,F01,01084
M01,01085,F01,01085
M01,01086,F01,01086
M01,01087,F01,01087
M01,01088,F01,01088
M01,01089,F01,01089
M01,01090,F01,01090
M01,01091,F01,01091
M01,01092,F01,01092
M01,01093,F01,01093
M01,01094,F01,01094
M01,01095,F01,01095
M01,01096,F01,01096
M01,01097,F01,01097
M01,01098,F01,01098
M01,01099,F01,01099
M01,01100,F01,01100
M01,01101,F01,01101
M01,01102,F01,01102
M01,01103,F01,01103
M01,01104,F01,01104
M01,01105,F01,01105
M01,01106,F01,01106
M01,01107,F01,01107
M01,01108,F01,01108
M01,01109,F01,01109
M01,01110,F01,01110
M01,01111,F01,01111
M01,01112,F01,01112
M01,01113,F01,01113
M01,01114,F01,01114
M01,01115,F01,01115
M01,01116,F01,01116
M01,01117,F01,01117
M01,01118,F01,01118
M01,01119,F01,01119
M01,01120,F01,01120
M01,01121,F01,01121
M01,01122,F01,01122
M01,01123,F01,01123
M01,01124,F01,01124
M01,01125,F01,01125
M01,01126,F01,01126
M01,01127,F01,01127
M01,01128,F01,01128
M01,01129,F01,01129
M01,01130,F01,01130
M01,01131,F01,01131
M01,01132,F01,01132
M01,01133,F01,01133
M01,01134,F01,01134
M01,01135,F01,01135
M01,01136,F01,01136
M01,01137,F01,01137
M01,01138,F01,01138
M01,01139,F01,01139
M01,01140,F01,01140
M01,01141,F01,01141
M01,01142,F01,01142
M01,01143,F01,01143
M01,01144,F01,01144
M01,01145,F01,01145
M01,01146,F01,01146
M01,01147,F01,01147
M01,01148,F01,01148
M01,01149,F01,01149
M01,01150,F01,01150
M01,01151,F01,01151
M01,01152,F01,01152
M01,01153,F01,01153
M01,01154,F01,01154
M01,01155,F01,01155
M01,01156,F01,01156
M01,01157,F01,01157
M01,01158,F01,01158
M01,01159,F01,01159
M01,01160,F01,01160
M01,01161,F01,01161
M01,01162,F01,01162
M01,01163,F01,01163
